name,version,type,license,license-url,license-source
github.com/deckarep/golang-set/v2,v2.1.0,go,MIT License,https://api.github.com/licenses/mit,https://github.com/deckarep/golang-set?tab=License-1-ov-file#readme
github.com/gogo/protobuf,v1.3.2,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://github.com/gogo/protobuf/blob/master/LICENSE
github.com/iris-contrib/schema,v0.0.6,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://raw.githubusercontent.com/iris-contrib/schema/refs/heads/master/README.md
github.com/jackpal/go-nat-pmp,v1.0.2,go,Apache License 2.0,https://api.github.com/licenses/apache-2.0,https://github.com/jackpal/go-nat-pmp/blob/master/LICENSE
github.com/klauspost/compress,v1.15.15,go,Multiple licenses,https://github.com/klauspost/compress?tab=License-1-ov-file#readme,https://github.com/klauspost/compress?tab=License-1-ov-file#readme
github.com/klauspost/compress,v1.16.0,go,Multiple licenses,https://github.com/klauspost/compress?tab=License-1-ov-file#readme,https://github.com/klauspost/compress?tab=License-1-ov-file#readme
github.com/pelletier/go-toml/v2,v2.0.5,go,MIT License,https://api.github.com/licenses/mit,https://github.com/pelletier/go-toml/blob/v2/LICENSE
github.com/pmezard/go-difflib,v1.0.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://github.com/pmezard/go-difflib/blob/master/LICENSE
github.com/russross/blackfriday/v2,v2.1.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://github.com/russross/blackfriday/blob/master/LICENSE.txt
github.com/shirou/gopsutil,v3.21.4-0.20210419000835-c7a38de76ee5+incompatible,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://github.com/shirou/gopsutil/blob/master/LICENSE
go,1.21,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://github.com/golang/go/blob/master/LICENSE
go.uber.org/automaxprocs,v1.5.2,go,MIT License,https://api.github.com/licenses/mit,https://github.com/uber-go/automaxprocs/blob/master/LICENSE
golang.org/x/crypto,v0.0.0-20190308221718-c2843e01d9a2,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/crypto/+/master:LICENSE
golang.org/x/crypto,v0.0.0-20191011191535-87dc89f01550,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/crypto/+/master:LICENSE
golang.org/x/crypto,v0.0.0-20200302210943-78000ba7a073,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/crypto/+/master:LICENSE
golang.org/x/crypto,v0.0.0-20200622213623-75b288015ac9,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/crypto/+/master:LICENSE
golang.org/x/crypto,v0.10.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/crypto/+/master:LICENSE
golang.org/x/crypto,v0.17.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/crypto/+/master:LICENSE
golang.org/x/crypto,v0.23.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/crypto/+/master:LICENSE
golang.org/x/crypto,v0.28.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/crypto/+/master:LICENSE
golang.org/x/crypto,v0.7.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/crypto/+/master:LICENSE
golang.org/x/exp,v0.0.0-20231110203233-9a3e6036ecaa,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/exp/+/master:LICENSE
golang.org/x/exp,v0.0.0-20240416160154-fe59bbe5cc7f,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/exp/+/master:LICENSE
golang.org/x/mod,v0.14.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/mod/+/master:LICENSE
golang.org/x/mod,v0.17.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/mod/+/master:LICENSE
golang.org/x/mod,v0.3.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/mod/+/master:LICENSE
golang.org/x/net,v0.0.0-20180906233101-161cd47e91fd,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.0.0-20190404232315-eb5bcb51f2a3,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.0.0-20190620200207-3b0461eec859,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.0.0-20200520004742-59133d7f0dd7,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.0.0-20201021035429-f5854403a974,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.0.0-20210428140749-89ef3d95e781,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.0.0-20220225172249-27dd8689420f,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.0.0-20220607020251-c690dde0001d,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.10.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.17.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.18.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.21.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.25.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.7.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/net,v0.8.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/net/+/master:LICENSE
golang.org/x/oauth2,v0.12.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/oauth2/+/master:LICENSE
golang.org/x/oauth2,v0.20.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/oauth2/+/master:LICENSE
golang.org/x/oauth2,v0.8.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/oauth2/+/master:LICENSE
golang.org/x/sync,v0.0.0-20180314180146-1d60e4601c6f,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sync/+/master:LICENSE
golang.org/x/sync,v0.0.0-20190423024810-112230192c58,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sync/+/master:LICENSE
golang.org/x/sync,v0.0.0-20201020160332-67f06af15bc9,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sync/+/master:LICENSE
golang.org/x/sync,v0.1.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sync/+/master:LICENSE
golang.org/x/sync,v0.3.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sync/+/master:LICENSE
golang.org/x/sync,v0.5.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sync/+/master:LICENSE
golang.org/x/sync,v0.7.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sync/+/master:LICENSE
golang.org/x/sync,v0.8.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sync/+/master:LICENSE
golang.org/x/sys,v0.0.0-20180909124046-d0be0721c37e,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20190215142949-d0b11bdaac8a,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20190412213103-97732733099d,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20190904154756-749cb33beabd,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20191005200804-aed5e4c7ecf9,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20191120155948-bd437916bb0e,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20191204072324-ce4227a45e2e,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20200323222414-85ca7c5b95cd,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20200930185726-fdedc70b468f,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20201119102817-f84b799fce68,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20210112080510-489259a85091,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20210423082822-04245dca01da,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20210615035016-665e8c7367d1,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20211216021012-1d35b9e2eb4e,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20220412211240-33da011f77ad,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20220520151302-bc2c85ada10a,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.0.0-20220811171246-fbc7d0a398ab,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.11.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.12.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.13.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.16.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.20.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.26.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.5.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.6.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/sys,v0.9.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/sys/+/master:LICENSE
golang.org/x/term,v0.0.0-20201126162022-7de9c90e9dd1,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/term/+/master:LICENSE
golang.org/x/term,v0.0.0-20210927222741-03fcf44c2211,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/term/+/master:LICENSE
golang.org/x/term,v0.20.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/term/+/master:LICENSE
golang.org/x/term,v0.25.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/term/+/master:LICENSE
golang.org/x/text,v0.13.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/text/+/master:LICENSE
golang.org/x/text,v0.14.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/text/+/master:LICENSE
golang.org/x/text,v0.15.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/text/+/master:LICENSE
golang.org/x/text,v0.19.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/text/+/master:LICENSE
golang.org/x/text,v0.3.0,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/text/+/master:LICENSE
golang.org/x/text,v0.3.3,go,BSD 3-Clause,https://api.github.com/licenses/bsd-3-clause,https://cs.opensource.google/go/x/text/+/master:LICENSE
